Technique,Variable,Training_Test,Precision,Recall,F1,Accuracy,Time_t,Time_d
LOF,20/0.2,70/30,0.5057427258805512,0.5769818737715658,0.5390186677547689,0.9013167951433625,00:00:00,00:00:00.243761
Autoencoder,1,70/30,1.0,0.9582878357720026,0.9786996765919482,0.9958290568427489,00:00:44.811647,00:00:06.247346
Percentile,90/10,70/30,0.9966139954853274,0.964184319720463,0.9801309801309802,0.9960911056274977,00:00:00,00:00:01.377172
HBOS,3,70/30,0.8910561370123692,0.8180825507752785,0.8530114994876467,0.9718079182407792,00:00:00.031341,00:00:02.480719
LOF,20/0.2,70/30,0.49466260007624857,0.5667176239353571,0.5282442748091603,0.8987836568907912,00:00:00,00:00:00.210342
Autoencoder,1,70/30,1.0,0.9604717187158768,0.9798373621477109,0.9960474308300395,00:00:44.811647,00:00:03.920155
Percentile,90/10,70/30,0.992631821321667,0.9414719371041712,0.9663752521856086,0.9934487803812809,00:00:00,00:00:01.473645
HBOS,3,70/30,0.89599609375,0.8014850404018344,0.8461095100864553,0.9708470726967003,00:00:00.031341,00:00:02.544223
LOF,20/0.2,70/30,0.49906716417910446,0.5841886874863508,0.5382835295301338,0.8997881772323281,00:00:00,00:00:00.219642
Autoencoder,1,70/30,1.0,0.9585062240663901,0.9788135593220338,0.995850894241478,00:00:44.811647,00:00:03.808797
Percentile,90/10,70/30,0.9913202375513933,0.9478051976414065,0.9690744668973987,0.9939510405520494,00:00:00,00:00:01.330388
HBOS,3,70/30,0.8890220517737296,0.8100021838829439,0.847674551479831,0.9708907474941585,00:00:00.031341,00:00:02.549745
LOF,20/0.2,70/30,0.5111111111111111,0.5826599694256388,0.5445453617716093,0.9025396894721901,00:00:00,00:00:00.205460
Autoencoder,1,70/30,1.0,0.9635291548373007,0.9814258703147593,0.9963531544122464,00:00:44.811647,00:00:03.903718
Percentile,90/10,70/30,0.9943091281584339,0.9539200698842542,0.9736959429335711,0.994846373899941,00:00:00,00:00:01.423437
HBOS,3,70/30,0.8997035573122529,0.7953701681589866,0.8443259534021096,0.9706723735068679,00:00:00.031341,00:00:02.635435
LOF,20/0.2,70/30,0.508671621879169,0.5828783577200262,0.5432525951557093,0.9019937545039635,00:00:00,00:00:00.223287
Autoencoder,1,70/30,1.0,0.9587246123607774,0.9789274166573755,0.9958727316402071,00:00:44.811647,00:00:04.077991
Percentile,90/10,70/30,0.9936708860759493,0.9600349421271019,0.9765633677663,0.9953923088681677,00:00:00,00:00:01.314277
HBOS,3,70/30,0.90221357333982,0.8100021838829439,0.8536248561565017,0.9722228288166314,00:00:00.031341,00:00:02.526525
LOF,20/0.2,70/30,0.49630924630924633,0.5579820921598603,0.5253418320139818,0.8991767300679143,00:00:00,00:00:00.210385
Autoencoder,1,70/30,1.0,0.9602533304214894,0.979723707664884,0.9960255934313105,00:00:44.811647,00:00:03.884440
Percentile,90/10,80/20,0.9946996466431095,0.9578087784960871,0.9759057028947824,0.9952706610867272,00:00:00,00:00:00.898188
HBOS,3,80/20,0.9012345679012346,0.7948281728479074,0.8446935454709816,0.9707733659963934,00:00:00.052135,00:00:01.590325
LOF,20/0.2,80/20,0.5035499726925178,0.6274242939775434,0.5587032267838206,0.9008880269470246,00:00:00,00:00:00.131481
Autoencoder,1,80/20,1.0,0.969377339231031,0.984450587422253,0.9969378381137083,00:00:38.561772,00:00:03.909345
Percentile,90/10,80/20,0.9890883491728265,0.9561075195644777,0.9723183391003459,0.9945561566465925,00:00:00,00:00:00.967078
HBOS,3,80/20,0.8934086629001883,0.8070772371554951,0.8480514837325707,0.9710795821850227,00:00:00.052135,00:00:01.710720
LOF,20/0.2,80/20,0.46757123473541384,0.5862538278325962,0.5202294685990339,0.8918716613929434,00:00:00,00:00:00.144284
Autoencoder,1,80/20,1.0,0.9724396053079278,0.9860272554769708,0.9972440543023374,00:00:38.561772,00:00:03.983281
Percentile,90/10,80/20,0.9960559340265328,0.9452194624021776,0.9699720670391061,0.994147868395087,00:00:00,00:00:00.921333
HBOS,3,80/20,0.9003787878787879,0.8087784960871045,0.8521240365656928,0.9719301827089926,00:00:00.052135,00:00:01.741262
LOF,20/0.2,80/20,0.46070460704607047,0.5784280367471929,0.5128978729823503,0.8901364363240448,00:00:00,00:00:00.146755
Autoencoder,1,80/20,1.0,0.9741408642395373,0.9869010685970355,0.9974141744071314,00:00:38.561772,00:00:04.094290
Percentile,90/10,80/20,0.9889953851615193,0.9479414766927526,0.9680333564975677,0.9937395801435813,00:00:00,00:00:00.969686
HBOS,3,80/20,0.9033691225472047,0.8302143586253827,0.8652482269503545,0.9741417440713144,00:00:00.052135,00:00:01.678725
LOF,20/0.2,80/20,0.4782608695652174,0.5801292956788023,0.5242927429274292,0.8947296791534823,00:00:00,00:00:00.139592
Autoencoder,1,80/20,1.0,0.9710785981626403,0.9853271189366477,0.9971079582185023,00:00:38.561772,00:00:03.853823
Percentile,90/10,80/20,0.9925133689839573,0.9472609731201089,0.969359331476323,0.9940117723112517,00:00:00,00:00:00.889230
HBOS,3,80/20,0.9084148727984345,0.7897243960530793,0.8449217327994176,0.971011534143105,00:00:00.052135,00:00:01.587254
LOF,20/0.2,80/20,0.47732300884955753,0.5872745831915618,0.5266209000762777,0.8944234629648532,00:00:00,00:00:00.126319
Autoencoder,1,80/20,1.0,0.9727798570942497,0.9862021386685064,0.9972780783232963,00:00:38.561772,00:00:03.865340
Percentile,90/10,80/20,0.990084985835694,0.9513439945559714,0.9703279541905259,0.9941818924160457,00:00:00,00:00:00.932405
HBOS,3,80/20,0.9001118151323145,0.8217080639673359,0.8591248665955176,0.9730529754006328,00:00:00.052135,00:00:01.749451
